date_time,co_sensor,month,week,day,day_of_week,hour,is_weekend,co_sensor_lag_1,rh_lag_1,co_sensor_lag_24,rh_lag_24,co_sensor_window,rh_window,month_sin,month_cos,hour_sin,hour_cos
2004-04-02 00:00:00,1139.0,4,14,2,4,0,0,1203.0,52.0,1143.0,61.6,1193.6666666666667,48.0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2004-04-02 01:00:00,1072.0,4,14,2,4,1,0,1139.0,54.4,1044.0,63.9,1176.0,51.46666666666667,0.8660254037844387,-0.4999999999999998,0.2697967711570243,0.9629172873477992
2004-04-02 02:00:00,954.0,4,14,2,4,2,0,1072.0,58.8,1034.0,67.2,1138.0,55.06666666666666,0.8660254037844387,-0.4999999999999998,0.5195839500354336,0.8544194045464886
2004-04-02 03:00:00,951.0,4,14,2,4,3,0,954.0,60.9,956.0,73.1,1055.0,58.03333333333333,0.8660254037844387,-0.4999999999999998,0.730835964278124,0.6825531432186541
2004-04-02 04:00:00,926.0,4,14,2,4,4,0,951.0,64.3,909.0,66.6,992.3333333333334,61.333333333333336,0.8660254037844387,-0.4999999999999998,0.8878852184023752,0.4600650377311522
2004-04-02 05:00:00,968.0,4,14,2,4,5,0,926.0,65.9,996.0,63.7,943.6666666666666,63.70000000000001,0.8660254037844387,-0.4999999999999998,0.9790840876823228,0.20345601305263397
2004-04-02 06:00:00,1067.0,4,14,2,4,6,0,968.0,72.9,1154.0,68.8,948.3333333333334,67.7,0.8660254037844387,-0.4999999999999998,0.9976687691905392,-0.06824241336467088
2004-04-02 07:00:00,1386.0,4,14,2,4,7,0,1067.0,71.8,1510.0,69.6,987.0,70.2,0.8660254037844387,-0.4999999999999998,0.9422609221188205,-0.33487961217098616
2004-04-02 08:00:00,1474.0,4,14,2,4,8,0,1386.0,73.7,1722.0,60.9,1140.3333333333333,72.8,0.8660254037844387,-0.4999999999999998,0.8169698930104421,-0.5766803221148671
2004-04-02 09:00:00,1569.0,4,14,2,4,9,0,1474.0,70.2,1512.0,48.6,1309.0,71.9,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197
2004-04-02 10:00:00,1375.0,4,14,2,4,10,0,1569.0,65.3,1258.0,39.6,1476.3333333333333,69.73333333333333,0.8660254037844387,-0.4999999999999998,0.3984010898462418,-0.9172113015054528
2004-04-02 11:00:00,1328.0,4,14,2,4,11,0,1375.0,52.3,1094.0,38.4,1472.6666666666667,62.6,0.8660254037844387,-0.4999999999999998,0.13616664909624665,-0.9906859460363308
2004-04-02 12:00:00,1341.0,4,14,2,4,12,0,1328.0,44.1,1129.0,36.7,1424.0,53.9,0.8660254037844387,-0.4999999999999998,-0.1361666490962464,-0.9906859460363308
2004-04-02 13:00:00,1297.0,4,14,2,4,13,0,1341.0,33.8,1125.0,33.9,1348.0,43.4,0.8660254037844387,-0.4999999999999998,-0.3984010898462412,-0.9172113015054532
2004-04-02 17:00:00,1382.0,4,14,2,4,17,0,1248.0,22.8,1308.0,27.5,1277.3333333333333,26.86666666666667,0.8660254037844387,-0.4999999999999998,-0.9976687691905392,-0.06824241336467135
2004-04-02 18:00:00,1491.0,4,14,2,4,18,0,1382.0,22.3,1529.0,32.1,1303.6666666666667,24.133333333333336,0.8660254037844387,-0.4999999999999998,-0.979084087682323,0.2034560130526333
2004-04-02 19:00:00,1620.0,4,14,2,4,19,0,1491.0,30.1,1592.0,36.7,1373.6666666666667,25.066666666666666,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516
2004-04-02 20:00:00,1693.0,4,14,2,4,20,0,1620.0,40.1,1536.0,40.9,1497.6666666666667,30.833333333333332,0.8660254037844387,-0.4999999999999998,-0.7308359642781246,0.6825531432186536
2004-04-02 21:00:00,1374.0,4,14,2,4,21,0,1693.0,42.5,1192.0,44.0,1601.3333333333333,37.56666666666666,0.8660254037844387,-0.4999999999999998,-0.5195839500354336,0.8544194045464886
2004-04-02 22:00:00,1287.0,4,14,2,4,22,0,1374.0,43.0,1186.0,48.0,1562.3333333333333,41.86666666666667,0.8660254037844387,-0.4999999999999998,-0.2697967711570244,0.9629172873477992
2004-04-02 23:00:00,1408.0,4,14,2,4,23,0,1287.0,47.0,1203.0,52.0,1451.3333333333333,44.166666666666664,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0
